Date,Project,Classification_ID,Galaxy_Type,Confidence
2026-03-15,Galaxy Zoo,GZ_001,Smooth/Rounded,High
2026-03-15,Galaxy Zoo,GZ_002,Smooth/Cigar,High
2026-03-15,Galaxy Zoo,GZ_003,Disk/Edge-on,Medium
2026-03-16,Galaxy Zoo,GZ_010,Smooth/Rounded,High
2026-03-16,Galaxy Zoo,GZ_015,Merger/Disturbed,Low
2026-03-17,Galaxy Zoo,GZ_025,Disk/Spiral,Medium
2026-03-18,Galaxy Zoo,GZ_040,Smooth/Rounded,High
2026-03-19,Galaxy Zoo,GZ_055,Smooth/Rounded,High
2026-03-20,Galaxy Zoo,GZ_070,Disk/Edge-on,High
2026-03-21,Galaxy Zoo,GZ_085,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_100,Merger/Disturbed,Medium
2026-03-21,Galaxy Zoo,GZ_101,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_102,Disk/Edge-on,Medium
2026-03-21,Galaxy Zoo,GZ_103,Merger/Disturbed,High
2026-03-21,Galaxy Zoo,GZ_104,Smooth/Cigar,High
Date,Project,Classification_ID,Galaxy_Type,Confidence
2026-03-01,Galaxy Zoo,GZ_001,Smooth/Rounded,High
2026-03-01,Galaxy Zoo,GZ_002,Smooth/Cigar,High
2026-03-02,Galaxy Zoo,GZ_003,Disk/Edge-on,Medium
2026-03-02,Galaxy Zoo,GZ_004,Smooth/Rounded,High
2026-03-02,Galaxy Zoo,GZ_005,Smooth/Rounded,High
2026-03-03,Galaxy Zoo,GZ_006,Disk/Spiral,Medium
2026-03-03,Galaxy Zoo,GZ_007,Smooth/Rounded,High
2026-03-03,Galaxy Zoo,GZ_008,Smooth/Rounded,High
2026-03-04,Galaxy Zoo,GZ_009,Smooth/Cigar,High
2026-03-04,Galaxy Zoo,GZ_010,Smooth/Rounded,High
2026-03-04,Galaxy Zoo,GZ_011,Disk/Edge-on,High
2026-03-05,Galaxy Zoo,GZ_012,Smooth/Rounded,High
2026-03-05,Galaxy Zoo,GZ_013,Smooth/Rounded,High
2026-03-05,Galaxy Zoo,GZ_014,Merger/Disturbed,Low
2026-03-06,Galaxy Zoo,GZ_015,Smooth/Rounded,High
2026-03-06,Galaxy Zoo,GZ_016,Smooth/Cigar,High
2026-03-06,Galaxy Zoo,GZ_017,Disk/Spiral,Medium
2026-03-07,Galaxy Zoo,GZ_018,Smooth/Rounded,High
2026-03-07,Galaxy Zoo,GZ_019,Smooth/Rounded,High
2026-03-08,Galaxy Zoo,GZ_020,Smooth/Rounded,High
2026-03-08,Galaxy Zoo,GZ_021,Disk/Edge-on,High
2026-03-08,Galaxy Zoo,GZ_022,Smooth/Cigar,High
2026-03-09,Galaxy Zoo,GZ_023,Smooth/Rounded,High
2026-03-09,Galaxy Zoo,GZ_024,Smooth/Rounded,High
2026-03-09,Galaxy Zoo,GZ_025,Disk/Spiral,Medium
2026-03-10,Galaxy Zoo,GZ_026,Smooth/Rounded,High
2026-03-10,Galaxy Zoo,GZ_027,Smooth/Rounded,High
2026-03-10,Galaxy Zoo,GZ_028,Smooth/Cigar,High
2026-03-11,Galaxy Zoo,GZ_029,Smooth/Rounded,High
2026-03-11,Galaxy Zoo,GZ_030,Disk/Edge-on,Medium
2026-03-11,Galaxy Zoo,GZ_031,Smooth/Rounded,High
2026-03-12,Galaxy Zoo,GZ_032,Smooth/Rounded,High
2026-03-12,Galaxy Zoo,GZ_033,Smooth/Cigar,High
2026-03-12,Galaxy Zoo,GZ_034,Disk/Spiral,Medium
2026-03-13,Galaxy Zoo,GZ_035,Smooth/Rounded,High
2026-03-13,Galaxy Zoo,GZ_036,Smooth/Rounded,High
2026-03-13,Galaxy Zoo,GZ_037,Smooth/Rounded,High
2026-03-14,Galaxy Zoo,GZ_038,Smooth/Cigar,High
2026-03-14,Galaxy Zoo,GZ_039,Disk/Edge-on,High
2026-03-14,Galaxy Zoo,GZ_040,Smooth/Rounded,High
2026-03-15,Galaxy Zoo,GZ_041,Smooth/Rounded,High
2026-03-15,Galaxy Zoo,GZ_042,Merger/Disturbed,Medium
2026-03-15,Galaxy Zoo,GZ_043,Smooth/Rounded,High
2026-03-16,Galaxy Zoo,GZ_044,Smooth/Cigar,High
2026-03-16,Galaxy Zoo,GZ_045,Disk/Spiral,Medium
2026-03-16,Galaxy Zoo,GZ_046,Smooth/Rounded,High
2026-03-17,Galaxy Zoo,GZ_047,Smooth/Rounded,High
2026-03-17,Galaxy Zoo,GZ_048,Smooth/Rounded,High
2026-03-17,Galaxy Zoo,GZ_049,Disk/Edge-on,Medium
2026-03-18,Galaxy Zoo,GZ_050,Smooth/Cigar,High
2026-03-18,Galaxy Zoo,GZ_051,Smooth/Rounded,High
2026-03-18,Galaxy Zoo,GZ_052,Smooth/Rounded,High
2026-03-19,Galaxy Zoo,GZ_053,Disk/Spiral,High
2026-03-19,Galaxy Zoo,GZ_054,Smooth/Rounded,High
2026-03-19,Galaxy Zoo,GZ_055,Smooth/Rounded,High
2026-03-19,Galaxy Zoo,GZ_056,Smooth/Cigar,High
2026-03-20,Galaxy Zoo,GZ_057,Smooth/Rounded,High
2026-03-20,Galaxy Zoo,GZ_058,Disk/Edge-on,Medium
2026-03-20,Galaxy Zoo,GZ_059,Smooth/Rounded,High
2026-03-20,Galaxy Zoo,GZ_060,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_061,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_062,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_063,Disk/Spiral,Medium
2026-03-21,Galaxy Zoo,GZ_064,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_065,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_066,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_067,Disk/Edge-on,High
2026-03-21,Galaxy Zoo,GZ_068,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_069,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_070,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_071,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_072,Disk/Spiral,Medium
2026-03-21,Galaxy Zoo,GZ_073,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_074,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_075,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_076,Disk/Edge-on,Medium
2026-03-21,Galaxy Zoo,GZ_077,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_078,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_079,Merger/Disturbed,High
2026-03-21,Galaxy Zoo,GZ_080,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_081,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_082,Disk/Spiral,Medium
2026-03-21,Galaxy Zoo,GZ_083,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_084,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_085,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_086,Disk/Edge-on,High
2026-03-21,Galaxy Zoo,GZ_087,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_088,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_089,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_090,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_091,Disk/Spiral,Medium
2026-03-21,Galaxy Zoo,GZ_092,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_093,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_094,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_095,Disk/Edge-on,Medium
2026-03-21,Galaxy Zoo,GZ_096,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_097,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_098,Merger/Disturbed,High
2026-03-21,Galaxy Zoo,GZ_099,Smooth/Cigar,High
2026-03-21,Galaxy Zoo,GZ_100,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_101,Smooth/Rounded,High
2026-03-21,Galaxy Zoo,GZ_102,Disk/Edge-on,Medium
2026-03-21,Galaxy Zoo,GZ_103,Merger/Disturbed,High
2026-03-21,Galaxy Zoo,GZ_104,Smooth/Cigar,High